,Unnamed: 0,City Code,City,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b],Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index,Absolute value in thousands,Urban population as percentage of total population,Economy,Country,Employment_to_Population_Ratio
6271,6271,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,104.924,46.1523,96,new zealand,68.632
6272,6272,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,28202.414,87.62312,100,new zealand,68.632
6273,6273,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,9054.576,61.83148,854,new zealand,68.632
6274,6274,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,10711.138,60.77914,108,new zealand,68.632
6275,6275,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,429.846,84.72253,132,new zealand,68.632
6276,6276,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1574.679,90.82824,116,new zealand,68.632
6277,6277,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,184424.144,45.63354,120,new zealand,68.632
6278,6278,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,283.082,32.77197,124,new zealand,68.632
6279,6279,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,9206.17,83.27537,136,new zealand,68.632
6280,6280,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11873.46,98.41559,140,new zealand,68.632
6281,6281,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,450.428,48.58791,148,new zealand,68.632
6282,6282,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,16393.827,54.13784,152,new zealand,68.632
6283,6283,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,62.806,100,156,new zealand,68.632
6284,6284,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,821.498,48.58306,344,new zealand,68.632
6285,6285,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,13625.507,73.72129,446,new zealand,68.632
6286,6286,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,27.904,76.50865,158,new zealand,68.632
6287,6287,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3111.789,53.56988,170,new zealand,68.632
6288,6288,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2972.271,76.82219,174,new zealand,68.632
6289,6289,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,223908.968,89.27756,178,new zealand,68.632
6290,6290,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,32.995,52.78715,180,new zealand,68.632
6291,6291,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,473.312,81.09262,184,new zealand,68.632
6292,6292,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,6290.166,79.02942,188,new zealand,68.632
6293,6293,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,27523.563,37.11521,384,new zealand,68.632
6294,6294,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,15800.53,17.59775,191,new zealand,68.632
6295,6295,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,638.84,70.85149,192,new zealand,68.632
6296,6296,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,18084.248,29.03399,531,new zealand,68.632
6297,6297,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,34051.103,63.24237,196,new zealand,68.632
6298,6298,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,41008.596,82.87756,203,new zealand,68.632
6299,6299,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,72.865,100,200,new zealand,68.632
6300,6300,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7104.274,47.6457,208,new zealand,68.632
6301,6301,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,22460.393,27.11687,262,new zealand,68.632
6302,6302,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,19933.769,88.83862,212,new zealand,68.632
6303,6303,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1415605.906,70.62589,214,new zealand,68.632
6304,6304,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7485.887,100,218,new zealand,68.632
6305,6305,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,763.371,100,818,new zealand,68.632
6306,6306,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,24027.999,82.40642,222,new zealand,68.632
6307,6307,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,54129.764,84.32281,226,new zealand,68.632
6308,6308,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,959.412,32.52299,232,new zealand,68.632
6309,6309,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7114.987,72.28031,233,new zealand,68.632
6310,6310,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,127582.053,51.76184,748,new zealand,68.632
6311,6311,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,17.253,77.83999,231,new zealand,68.632
6312,6312,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5432.243,85.78813,230,new zealand,68.632
6313,6313,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,34211.272,56.72972,238,new zealand,68.632
6314,6314,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3850.14,61.45374,234,new zealand,68.632
6315,6315,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11016.041,78.70167,242,new zealand,68.632
6316,6316,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,197.829,89.33031,246,new zealand,68.632
6317,6317,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,965.922,68.06725,251,new zealand,68.632
6318,6318,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,10515.199,76.07274,250,new zealand,68.632
6319,6319,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,254,new zealand,68.632
6320,6320,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,6104.474,89.44563,312,new zealand,68.632
6321,6321,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1247.129,79.96937,474,new zealand,68.632
6322,6322,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,74.988,74.15489,175,new zealand,68.632
6323,6323,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11982.523,87.76487,492,new zealand,68.632
6324,6324,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,19486.952,66.73212,638,new zealand,68.632
6325,6325,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,125151.725,44.77278,258,new zealand,68.632
6326,6326,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,6554.224,79.15255,266,new zealand,68.632
6327,6327,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1999.678,77.20733,270,new zealand,68.632
6328,6328,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,4283.355,47.78627,268,new zealand,68.632
6329,6329,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1289.441,71.42056,276,new zealand,68.632
6330,6330,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1305.985,26.53467,280,new zealand,68.632
6331,6331,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,149296.378,26.85552,288,new zealand,68.632
6332,6332,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,292,new zealand,68.632
6333,6333,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3.869,82.01709,300,new zealand,68.632
6334,6334,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,54.583,44.77116,304,new zealand,68.632
6335,6335,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,986.172,61.96492,308,new zealand,68.632
6336,6336,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5565.475,86.59761,316,new zealand,68.632
6337,6337,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,68147.584,83.81575,320,new zealand,68.632
6338,6338,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,65543.452,83.6429,324,new zealand,68.632
6339,6339,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,366.669,87.93716,624,new zealand,68.632
6340,6340,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,399.728,98.66593,328,new zealand,68.632
6341,6341,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,362.472,90.09205,332,new zealand,68.632
6342,6342,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,407.579,45.73528,336,new zealand,68.632
6343,6343,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,35.862,100,340,new zealand,68.632
6344,6344,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1031.822,99.85297,348,new zealand,68.632
6345,6345,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,324.86,63.48644,352,new zealand,68.632
6346,6346,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2774.523,92.66258,356,new zealand,68.632
6347,6347,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3263.651,68.49437,360,new zealand,68.632
6348,6348,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3657.494,63.87106,960,new zealand,68.632
6349,6349,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,82762.675,78.93083,364,new zealand,68.632
6350,6350,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,368,new zealand,68.632
6351,6351,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,38775.85,63.39033,372,new zealand,68.632
6352,6352,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,32.771,100,376,new zealand,68.632
6353,6353,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,10059.703,82.77185,380,new zealand,68.632
6354,6354,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,57.152,89.2972,388,new zealand,68.632
6355,6355,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,130.367,38.87113,392,new zealand,68.632
6356,6356,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,180.746,95.66044,400,new zealand,68.632
6357,6357,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,20003.638,56.42329,398,new zealand,68.632
6358,6358,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,16622.388,41.40501,404,new zealand,68.632
6359,6359,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2484.863,48.48924,296,new zealand,68.632
6360,6360,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,848.033,28.55177,408,new zealand,68.632
6361,6361,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,12700.006,64.92257,410,new zealand,68.632
6362,6362,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,0.561,100,414,new zealand,68.632
6363,6363,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11724.522,64.30749,417,new zealand,68.632
6364,6364,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,9642.912,75.14176,418,new zealand,68.632
6365,6365,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,390.338,94.4397,428,new zealand,68.632
6366,6366,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1514994.08,40.14196,422,new zealand,68.632
6367,6367,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,292150.1,62.84106,426,new zealand,68.632
6368,6368,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,430,new zealand,68.632
6369,6369,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,92921.017,80.12858,434,new zealand,68.632
6370,6370,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,52800.825,73.56423,440,new zealand,68.632
6371,6371,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5266.881,66.75128,442,new zealand,68.632
6372,6372,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,10134.951,93.52548,450,new zealand,68.632
6373,6373,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,57544.258,74.27447,454,new zealand,68.632
6374,6374,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2804.356,60.34889,458,new zealand,68.632
6375,6375,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,118514.802,92.70406,462,new zealand,68.632
6376,6376,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11933.395,93.18697,466,new zealand,68.632
6377,6377,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,21128.221,60.02445,470,new zealand,68.632
6378,6378,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,63103.942,33.4274,584,new zealand,68.632
6379,6379,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,148.72,62.16917,478,new zealand,68.632
6380,6380,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,26569.401,65.55121,480,new zealand,68.632
6381,6381,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,51290.214,82.04923,484,new zealand,68.632
6382,6382,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,4564.57,100,583,new zealand,68.632
6383,6383,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7435.378,40.89447,498,new zealand,68.632
6384,6384,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,8321.287,42.89111,496,new zealand,68.632
6385,6385,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1701.338,69.93982,499,new zealand,68.632
6386,6386,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,4714.24,90.60416,500,new zealand,68.632
6387,6387,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2501.946,34.00052,504,new zealand,68.632
6388,6388,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,6282.074,57.30025,508,new zealand,68.632
6389,6389,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7394.813,83.63084,104,new zealand,68.632
6390,6390,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2558.928,70.63786,516,new zealand,68.632
6391,6391,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,697.086,93.21078,520,new zealand,68.632
6392,6392,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,35604.443,45.23962,524,new zealand,68.632
6393,6393,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,24944.243,20.88597,528,new zealand,68.632
6394,6394,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,36687.569,81.78584,530,new zealand,68.632
6395,6395,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,512.683,45.04617,540,new zealand,68.632
6396,6396,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,28712.294,51.18747,554,new zealand,68.632
6397,6397,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,543.425,95.39439,558,new zealand,68.632
6398,6398,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,44.733,81.06554,562,new zealand,68.632
6399,6399,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5830.563,62.66209,566,new zealand,68.632
6400,6400,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1305.425,41.85048,570,new zealand,68.632
6401,6401,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,134534.107,83.50126,807,new zealand,68.632
6402,6402,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,122.704,24.91101,580,new zealand,68.632
6403,6403,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3174.727,45.50143,579,new zealand,68.632
6404,6404,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,3736.327,70.61146,512,new zealand,68.632
6405,6405,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,621.696,70.86867,582,new zealand,68.632
6406,6406,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,4.301,9.8555,586,new zealand,68.632
6407,6407,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,40226.395,68.6715,585,new zealand,68.632
6408,6408,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,40920.707,42.8743,591,new zealand,68.632
6409,6409,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,56987.625,34.9904,590,new zealand,68.632
6410,6410,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2910.056,60.76162,598,new zealand,68.632
6411,6411,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,13.358,100,600,new zealand,68.632
6412,6412,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,33133.395,25.34982,604,new zealand,68.632
6413,6413,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,17943.803,94.75076,608,new zealand,68.632
6414,6414,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,616,new zealand,68.632
6415,6415,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,312.529,75.28916,620,new zealand,68.632
6416,6416,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5495.67,87.83508,634,new zealand,68.632
6417,6417,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7688.686,62.26281,642,new zealand,68.632
6418,6418,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,35217.942,18.69501,643,new zealand,68.632
6419,6419,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,262580.426,59.18936,646,new zealand,68.632
6420,6420,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,1.948,52.44922,652,new zealand,68.632
6421,6421,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2072.256,62.74877,654,new zealand,68.632
6422,6422,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,51.178,92.75385,659,new zealand,68.632
6423,6423,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5748.397,86.08266,662,new zealand,68.632
6424,6424,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5093.376,91.68713,663,new zealand,68.632
6425,6425,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,666,new zealand,68.632
6426,6426,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,274029.836,40.67977,670,new zealand,68.632
6427,6427,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,17.919,85.04443,882,new zealand,68.632
6428,6428,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,4864.126,72.22325,674,new zealand,68.632
6429,6429,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,678,new zealand,68.632
6430,6430,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11615.322,15.18458,682,new zealand,68.632
6431,6431,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,7425.448,65.70171,686,new zealand,68.632
6432,6432,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,36702.393,80.53653,688,new zealand,68.632
6433,6433,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,129453.321,50.92364,891,new zealand,68.632
6434,6434,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,38700.518,61.53888,690,new zealand,68.632
6435,6435,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,10062.183,71.36598,694,new zealand,68.632
6436,6436,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,2855.291,99.53179,702,new zealand,68.632
6437,6437,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,19023.383,56.63021,534,new zealand,68.632
6438,6438,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,141432.741,77.08434,703,new zealand,68.632
6439,6439,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,16375.704,19.61928,705,new zealand,68.632
6440,6440,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,11.113,98.66593,90,new zealand,68.632
6441,6441,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,4.895,42.69115,706,new zealand,68.632
6442,6442,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,48.247,32.41589,710,new zealand,68.632
6443,6443,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,183.274,20.36444,728,new zealand,68.632
6444,6444,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,33.508,98.66593,724,new zealand,68.632
6445,6445,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,5.651,90.59456,144,new zealand,68.632
6446,6446,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,104.322,57.2931,275,new zealand,68.632
6447,6447,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,248.627,17.28801,729,new zealand,68.632
6448,6448,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,33.458,98.37696,736,new zealand,68.632
6449,6449,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,265.036,80.03211,740,new zealand,68.632
6450,6450,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,40461.368,86.48094,752,new zealand,68.632
6451,6451,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,21125.872,53.23652,757,new zealand,68.632
6452,6452,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,8523.492,59.2793,438,new zealand,68.632
6453,6453,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,NOT APPLICABLE,NOT APPLICABLE,756,new zealand,68.632
6454,6454,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,111.317,61.74472,760,new zealand,68.632
6455,6455,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,10105.188,47.84876,762,new zealand,68.632
6456,6456,NZ_WELLINGTON,Wellington,21.0,82.5,September,2030,55,Low,80,30,8.4,90,94,6251.988,100,834,new zealand,68.632
